"readcode","medcode","recK","recK_ID","medcodeid.nealon","originalreadcode.nealon","snomedctconceptid","snomedctdescriptionid.nealon","recN","recN_ID","recLSHTM","recLSHTM_ID","recP","recP_ID","level","originalreadcode.ds","medcodeid.ds","recDS","recDS_ID","readterm","sctid","medcodeid.primis","originalreadcode.primis","readterm.emis","snomedctdescriptionid.primis","recPRIMIS","recPRIMIS_ID","recADD","source","medcodeid","originalreadcode_a","readcode_a","snomedctconceptid_a","snomedctdescriptionid_a","release_a","emiscodecategoryid_a","snomedctconceptid_clean","snomedctdescriptionid_clean","brand","havebrand"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085411000001105",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adjuvanted quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085611000001108",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cell-based quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085011000001101",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cell-based quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085211000001106",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cell-based quadrivalent influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"40085111000001100",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trivalent vaccine (split virion, inactivated) High Dose solution for injection pre-filled syringes (Sanofi Pasteur) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"36754111000001101",NA,"Sanofi Pasteur","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fluad Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd) 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"38972311000001105",NA,"Seqirus Vaccines Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inflexal V suspension for injection 0.5ml pre-filled syringes (sanofi pasteur MSD Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10306611000001101",NA,"Berna","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influvac subl-unit vaccine suspension for injection 0.5ml pre-filled syringes (Viatris UK Healthcare Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"3255111000001104",NA,"Viatris UK Healthcare Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influvac subl-unit vaccine suspension for injection 0.5ml pre-filled syringes (Viatris UK Healthcare Ltd) 10 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"3255211000001105",NA,"Viatris UK Healthcare Ltd","1"
"68Nr.00","98047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic",NA,NA,NA,NA,"Consent given for pandemic influenza vaccination (finding)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"380271000000101",NA,"","0"
"68NV000","104958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal",NA,NA,NA,NA,"Consent given for seasonal influenza vaccination (finding)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"822991000000104",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intanza 9microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15454511000001101",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intanza 15microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15506511000001107",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intanza vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) 1 pre-filled disposable injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15454611000001102",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viroflu vaccine suspension for injection 0.5ml pre-filled syringes (sanofi pasteur MSD Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10455811000001107",NA,"Sanofi Pasteur MSD Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Influenza H1N1 vaccine (split virion, inactivated, adjuvanted) suspension and emulsion for emulsion for injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15651211000001104",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Influenza H1N1 vaccine (whole virion, Vero cell derived, inactivated) suspension for injection (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15651311000001107",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Influenza H1N1 vaccine (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15651811000001103",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Vaccine product containing only Influenza A virus subtype H1N1 antigen (medicinal product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"871772009",NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Administration of vaccine product containing only Influenza A virus subtype H1N1 antigen (procedure)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"442333005",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Influenza H1N1 vaccine (whole virion, Vero cell derived, inactivated) suspension for injection 200 dose (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15650011000001100",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Vaccine product containing only influenza A virus subtypes H1N1 and H3N2 and influenza B virus Victoria lineage antigens (medicinal product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"2211000221102",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Vaccine product containing only Influenza A virus A/California/7/2009 (H1N1)-like virus strain split virion hemagglutinin antigen (medicinal product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"1157356006",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Vaccine product containing only influenza A virus subtypes H1N1 and H3N2 and influenza B virus Victoria and Yamagata lineage antigens (medicinal product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"2261000221104",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Influenza H1N1 vaccine (split virion, inactivated, adjuvanted) suspension and emulsion for emulsion for injection 500 dose (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15650911000001101",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Influenza virus split virion (H1N1 strain) inactivated (substance)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"16091511000001102",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Influenza virus inactivated split (H1N1, H3N2-like, B/Brisbane/60/2008-like, strains) (substance)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"36754911000001103",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1N1",NA,NA,NA,NA,"Celvapan (H1N1) vaccine (whole virion, Vero cell derived, inactivated) suspension for injection (Baxter Healthcare Ltd) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15650611000001107",NA,"Baxter Healthcare Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1",NA,NA,NA,NA,"Vaccine product containing only Influenza A virus subtype H5N1 antigen (medicinal product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"1003499009",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1",NA,NA,NA,NA,"Vaccine product containing only inactivated whole Influenza A virus subtype H5N1 antigen (medicinal product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"1119279002",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H5N1",NA,NA,NA,NA,"Vaccine product containing only Influenza A virus A/Indonesia/05/2005 (H5N1)-like virus strain split virion hemagglutinin antigen (medicinal product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"1162629006",NA,"","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic",NA,NA,NA,NA,"Pandemrix H1N1 (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"10111901000001106",NA,"GlaxoSmithKline UK Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic",NA,NA,NA,NA,"Pandemrix (H1N1) vaccine (split virion, inactivated, adjuvanted) suspension and emulsion for emulsion for injection (GlaxoSmithKline) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15651011000001109",NA,"GlaxoSmithKline UK Ltd","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic",NA,NA,NA,NA,"Pandemrix (H1N1) vaccine (split virion, inactivated, adjuvanted) suspension and emulsion for emulsion for injection (GlaxoSmithKline) 500 dose 500x0.5ml dose(0.25ml+0.25ml) (product)",NA,NA,NA,NA,NA,NA,NA,NA,"termbrowser",NA,NA,NA,NA,NA,NA,NA,"15651111000001105",NA,"GlaxoSmithKline UK Ltd","1"
